pixel,gps_true,drone_gps,drone_attitude
"(473, 250)","(-35.363261, 149.1652383)","(-35.36333536235057, 149.16520522960332)","(-0.0025582483503967524, -0.0005155028193257749, 3.4672558943377894)"
"(474, 253)","(-35.363261, 149.1652383)","(-35.36333559601847, 149.165204238102)","(-0.0018993207486346364, -0.0017052285838872194, 3.4672678152667444)"
"(473, 249)","(-35.363261, 149.1652383)","(-35.36333557747508, 149.16520473051804)","(0.000267009629169479, -0.0022534001618623734, 3.467224184666769)"
"(472, 252)","(-35.363261, 149.1652383)","(-35.36333550971752, 149.16520550731317)","(-0.006181803066283464, -0.0022013785783201456, 3.4674516359912317)"
"(472, 255)","(-35.363261, 149.1652383)","(-35.36333516277767, 149.16520426117907)","(-0.0033542350865900517, -0.0021790333557873964, 3.467283074055807)"
"(472, 250)","(-35.363261, 149.1652383)","(-35.363335231695444, 149.1652046262628)","(0.00024142232723534107, -0.002010201569646597, 3.4673569838153284)"
"(472, 254)","(-35.363261, 149.1652383)","(-35.36333526370143, 149.16520497162108)","(-0.0055448561906814575, -0.0017067384906113148, 3.4673731962787073)"
"(472, 254)","(-35.363261, 149.1652383)","(-35.36333506888905, 149.1652041464331)","(-0.0020713889971375465, -0.0017233090475201607, 3.4673262278186243)"
"(472, 249)","(-35.363261, 149.1652383)","(-35.36333511812134, 149.16520447904662)","(0.0017112359637394547, -0.0014901375398039818, 3.4673412481891077)"
"(472, 253)","(-35.363261, 149.1652383)","(-35.363335183484224, 149.16520480106718)","(-0.004028571769595146, -0.0013858788879588246, 3.4673290888415735)"
"(472, 252)","(-35.363261, 149.1652383)","(-35.36333514408676, 149.16520463206146)","(-0.0022024100180715322, -0.0014188626082614064, 3.467471424733297)"
"(472, 247)","(-35.363261, 149.1652383)","(-35.36333527646481, 149.16520502619932)","(0.0012083789333701134, -0.0015298472717404366, 3.4672985712634485)"
"(472, 252)","(-35.363261, 149.1652383)","(-35.363335301261486, 149.165205177728)","(-0.004798289854079485, -0.001457013888284564, 3.467336718236105)"
"(472, 252)","(-35.363261, 149.1652383)","(-35.36333509175172, 149.16520435889484)","(-0.0009223167435266078, -0.0015307776629924774, 3.467410151158468)"
"(472, 247)","(-35.363261, 149.1652383)","(-35.36333527863116, 149.1652050387911)","(0.0011363219236955047, -0.0015343095874413848, 3.467365566884176)"
"(473, 250)","(-35.363261, 149.1652383)","(-35.363335690928146, 149.16520554741416)","(-0.004970125388354063, -0.001563517958857119, 3.4673853556262415)"
"(473, 250)","(-35.363261, 149.1652383)","(-35.36333542167382, 149.1652046429629)","(-0.0006076105055399239, -0.0014556031674146652, 3.467405382786886)"
"(472, 246)","(-35.363261, 149.1652383)","(-35.36333536467236, 149.16520534419996)","(0.0007332367822527885, -0.001544698141515255, 3.467356030141012)"
"(472, 251)","(-35.363261, 149.1652383)","(-35.36333539936379, 149.16520544529303)","(-0.005095064640045166, -0.0015905569307506084, 3.4674885908709925)"
"(472, 250)","(-35.363261, 149.1652383)","(-35.36333521213668, 149.16520474211808)","(-0.000654228962957859, -0.0016143583925440907, 3.4673741499530237)"
"(472, 246)","(-35.363261, 149.1652383)","(-35.36333540273776, 149.16520541163982)","(0.00037866627098992467, -0.0016432476695626974, 3.4673412481891077)"
"(472, 250)","(-35.363261, 149.1652383)","(-35.36333543043045, 149.16520565358158)","(-0.004971399437636137, -0.0014563401928171515, 3.467426602040426)"
"(472, 247)","(-35.363261, 149.1652383)","(-35.363335321048616, 149.16520519380217)","(0.00036504684248939157, -0.0015351851470768452, 3.467501942311422)"
"(472, 245)","(-35.363261, 149.1652383)","(-35.36333547512941, 149.1652057771568)","(0.00015143610653467476, -0.0016402550972998142, 3.467423741017477)"
"(472, 250)","(-35.363261, 149.1652383)","(-35.36333545900053, 149.16520566156032)","(-0.004636825993657112, -0.0017277647275477648, 3.467471424733297)"
"(472, 247)","(-35.363261, 149.1652383)","(-35.36333532800368, 149.16520518886617)","(0.0008165545878000557, -0.001714624697342515, 3.467440907155172)"
"(472, 245)","(-35.363261, 149.1652383)","(-35.36333546464062, 149.16520573333307)","(0.0003674416511785239, -0.0016477714525535703, 3.467382256184713)"
"(472, 250)","(-35.363261, 149.1652383)","(-35.36333546929465, 149.16520578419315)","(-0.0051970938220620155, -0.001610434614121914, 3.4675408045398157)"
"(472, 246)","(-35.363261, 149.1652383)","(-35.36333538143828, 149.16520552697062)","(0.0003230071160942316, -0.00151561398524791, 3.4674699942218226)"
"(472, 245)","(-35.363261, 149.1652383)","(-35.36333552184821, 149.16520608440533)","(-0.001255640177987516, -0.0014506279258057475, 3.4674399534808558)"
"(472, 250)","(-35.363261, 149.1652383)","(-35.36333541229579, 149.16520564975193)","(-0.004514222964644432, -0.001509114750660956, 3.467525068913595)"
"(472, 246)","(-35.363261, 149.1652383)","(-35.36333532563052, 149.16520536310244)","(0.001118930522352457, -0.001461082836613059, 3.467506233845846)"
"(472, 246)","(-35.363261, 149.1652383)","(-35.36333549152178, 149.1652058883621)","(-0.0014462309191003442, -0.0015709943836554885, 3.4675617853747767)"
"(472, 249)","(-35.363261, 149.1652383)","(-35.3633354731007, 149.1652058493241)","(-0.0044598826207220554, -0.0015381758566945791, 3.467710796986715)"
"(472, 244)","(-35.363261, 149.1652383)","(-35.36333543769618, 149.16520573366293)","(0.0014602264855057001, -0.001510911388322711, 3.467449967061178)"
"(472, 244)","(-35.363261, 149.1652383)","(-35.36333564739705, 149.1652064341254)","(-0.0019339772406965494, -0.0015978189185261726, 3.467496458684103)"
"(472, 249)","(-35.363261, 149.1652383)","(-35.363335472078546, 149.1652058217499)","(-0.0043205441907048225, -0.0015707374550402164, 3.4676228205310267)"
"(471, 245)","(-35.363261, 149.1652383)","(-35.36333511619465, 149.1652055832266)","(0.001624013762921095, -0.0014516744995489717, 3.4674254099475306)"
"(472, 245)","(-35.363261, 149.1652383)","(-35.36333560401682, 149.16520633463648)","(-0.002506813732907176, -0.0015184361254796386, 3.4675751368152063)"
"(472, 249)","(-35.363261, 149.1652383)","(-35.36333546171806, 149.16520568754913)","(-0.004141205921769142, -0.0015655236784368753, 3.4675586859332483)"
"(472, 243)","(-35.363261, 149.1652383)","(-35.36333550102959, 149.1652058560698)","(0.0014326800592243671, -0.0015219647902995348, 3.4675403277026575)"
"(471, 244)","(-35.363261, 149.1652383)","(-35.36333546737016, 149.16520671608183)","(-0.003269506385549903, -0.0015134174609556794, 3.4675641695605677)"
"(472, 248)","(-35.363261, 149.1652383)","(-35.36333550440691, 149.16520589816335)","(-0.004075589124113321, -0.0014874378684908152, 3.4676228205310267)"
"(471, 243)","(-35.363261, 149.1652383)","(-35.36333525282393, 149.1652060305351)","(0.0011147779878228903, -0.001382095506414771, 3.467588488255636)"
"(472, 246)","(-35.363261, 149.1652383)","(-35.36333555061149, 149.16520607654823)","(-0.0027896363753825426, -0.001469670794904232, 3.467560116444723)"
"(472, 247)","(-35.363261, 149.1652383)","(-35.36333556181029, 149.16520627895252)","(-0.004751676693558693, -0.0012472934322431684, 3.467613760625021)"
"(472, 243)","(-35.363261, 149.1652383)","(-35.36333549342793, 149.16520593481133)","(0.0010863726492971182, -0.0013751005753874779, 3.467639986668722)"
"(472, 245)","(-35.363261, 149.1652383)","(-35.36333565982583, 149.16520651433575)","(-0.0038144232239574194, -0.0014118029503151774, 3.4676032702075403)"
"(472, 247)","(-35.363261, 149.1652383)","(-35.36333553588572, 149.16520605989513)","(-0.0037698661908507347, -0.001420353539288044, 3.46764046350588)"
"(472, 243)","(-35.363261, 149.1652383)","(-35.36333547587658, 149.16520581650548)","(0.001626655925065279, -0.0014504726277664304, 3.4676371256457728)"
"(472, 246)","(-35.363261, 149.1652383)","(-35.36333558603899, 149.1652062085171)","(-0.0034176246263086796, -0.0014652723912149668, 3.4675493876086634)"
"(472, 247)","(-35.363261, 149.1652383)","(-35.36333550300135, 149.16520593575964)","(-0.0031537634786218405, -0.0014261679025366902, 3.467529598866598)"
"(472, 242)","(-35.363261, 149.1652383)","(-35.36333551292999, 149.1652060046576)","(0.0018331033643335104, -0.0013756479602307081, 3.4675431887256067)"
"(471, 244)","(-35.363261, 149.1652383)","(-35.363335475952155, 149.1652068518092)","(-0.003896371927112341, -0.0013682575663551688, 3.4676955381976526)"
"(472, 246)","(-35.363261, 149.1652383)","(-35.36333555631483, 149.1652061064988)","(-0.002969168359413743, -0.0014678980223834515, 3.4677487055407923)"
"(471, 242)","(-35.363261, 149.1652383)","(-35.363335282097744, 149.16520609298604)","(0.0018462626030668616, -0.001452987315133214, 3.4676294962512415)"
"(471, 245)","(-35.363261, 149.1652383)","(-35.36333546838213, 149.1652066837307)","(-0.004202122800052166, -0.00157478719484061, 3.467606846486227)"
"(471, 246)","(-35.363261, 149.1652383)","(-35.36333529763261, 149.16520598924905)","(-0.0019953767769038677, -0.0016790509689599276, 3.4677072207080286)"
"(471, 241)","(-35.363261, 149.1652383)","(-35.36333544386776, 149.16520641034055)","(0.0012560075847432017, -0.0018279030919075012, 3.4676225821124476)"
"(471, 244)","(-35.363261, 149.1652383)","(-35.363335650882696, 149.16520705069112)","(-0.0050559742376208305, -0.001983537571504712, 3.467663590108053)"
"(471, 244)","(-35.363261, 149.1652383)","(-35.36333548516851, 149.1652064157069)","(-0.0020423189271241426, -0.0020407983101904392, 3.467712942753927)"
"(471, 242)","(-35.363261, 149.1652383)","(-35.36333535957637, 149.16520611010398)","(0.0016291141510009766, -0.0018301542149856687, 3.467654530202047)"
"(471, 246)","(-35.363261, 149.1652383)","(-35.363335440496066, 149.16520652037337)","(-0.004526103846728802, -0.0016726661706343293, 3.467677179967062)"
"(471, 245)","(-35.363261, 149.1652383)","(-35.36333538867928, 149.16520625158864)","(-0.002220946131274104, -0.0017832062439993024, 3.467691485081808)"
"(471, 242)","(-35.363261, 149.1652383)","(-35.36333536738751, 149.1652063426903)","(0.0006177988252602518, -0.0015572806587442756, 3.4676454702960413)"
"(471, 246)","(-35.363261, 149.1652383)","(-35.36333544937415, 149.16520671740136)","(-0.005388210061937571, -0.001443858607672155, 3.467674795781271)"
"(471, 243)","(-35.363261, 149.1652383)","(-35.363335370319795, 149.16520644870693)","(-0.0009254897013306618, -0.0014155009994283319, 3.467745844517843)"
"(472, 240)","(-35.363261, 149.1652383)","(-35.36333572768292, 149.16520678680914)","(0.00016284971206914634, -0.0013932582223787904, 3.467762295399801)"
"(471, 246)","(-35.363261, 149.1652383)","(-35.363335408263445, 149.1652066453709)","(-0.005016671027988195, -0.001336764427833259, 3.4677277247058313)"
"(472, 241)","(-35.363261, 149.1652383)","(-35.36333570578777, 149.1652067334533)","(-0.0006318907253444195, -0.0013572145253419876, 3.4677732626544397)"
"(472, 241)","(-35.363261, 149.1652383)","(-35.363335650164025, 149.16520658147675)","(0.00014161736180540174, -0.0012879713904112577, 3.467675749455587)"
"(472, 245)","(-35.363261, 149.1652383)","(-35.36333574481041, 149.16520679886176)","(-0.005221495404839516, -0.0014760049525648355, 3.46775466600527)"
"(472, 242)","(-35.363261, 149.1652383)","(-35.36333562374883, 149.16520643279327)","(-0.00026810282724909484, -0.001372207305394113, 3.4678385893451136)"
"(472, 242)","(-35.363261, 149.1652383)","(-35.36333560602337, 149.16520643222225)","(-0.00018909331993199885, -0.0012833151267841458, 3.467630926762716)"
"(472, 245)","(-35.363261, 149.1652383)","(-35.363335755864185, 149.16520685274472)","(-0.005485041532665491, -0.0014568085316568613, 3.467811171208517)"
"(472, 243)","(-35.363261, 149.1652383)","(-35.36333550860151, 149.16520615981233)","(4.758211798616685e-05, -0.001171496114693582, 3.4678497950183313)"
"(472, 241)","(-35.363261, 149.1652383)","(-35.363335585250034, 149.16520666355373)","(-0.00010414511780254543, -0.0008573807426728308, 3.4677165190326136)"
"(472, 244)","(-35.363261, 149.1652383)","(-35.36333568483447, 149.16520698221316)","(-0.004854235332459211, -0.0009180462802760303, 3.467811171208517)"
"(472, 240)","(-35.363261, 149.1652383)","(-35.363335625576134, 149.16520677370133)","(0.00040386244654655457, -0.0009074675035662949, 3.467750374470846)"
"(472, 239)","(-35.363261, 149.1652383)","(-35.3633357146704, 149.16520691123333)","(0.0007208157330751419, -0.0011653024703264236, 3.4677212874041956)"
"(472, 244)","(-35.363261, 149.1652383)","(-35.363335731742914, 149.16520691342848)","(-0.0046264962293207645, -0.0012499724980443716, 3.46773869196047)"
"(472, 239)","(-35.363261, 149.1652383)","(-35.363335817440955, 149.16520717636305)","(-0.0006108793313615024, -0.0013142901007086039, 3.467762056981222)"
"(472, 240)","(-35.363261, 149.1652383)","(-35.36333572916682, 149.16520684553083)","(-7.899848424131051e-05, -0.0013294932432472706, 3.467701260243551)"
"(472, 243)","(-35.363261, 149.1652383)","(-35.36333585075201, 149.16520718612307)","(-0.004979322664439678, -0.001469193841330707, 3.4678738752948206)"
"(472, 239)","(-35.363261, 149.1652383)","(-35.3633357528478, 149.1652068794215)","(0.0007513939635828137, -0.001401744200848043, 3.4678974787341517)"
"(472, 242)","(-35.363261, 149.1652383)","(-35.36333564439987, 149.1652065305853)","(-0.0006820959388278425, -0.0013401907635852695, 3.4676390329944056)"
"(472, 243)","(-35.363261, 149.1652383)","(-35.36333585358197, 149.16520725806328)","(-0.005272420588880777, -0.0013835475547239184, 3.46777588525881)"
"(472, 239)","(-35.363261, 149.1652383)","(-35.36333576683677, 149.16520690925057)","(0.0006213485612533987, -0.0014307750388979912, 3.467790667210714)"
"(472, 241)","(-35.363261, 149.1652383)","(-35.36333576040416, 149.1652068897931)","(-0.001391150988638401, -0.0014254410052672029, 3.467726532612936)"
"(472, 243)","(-35.363261, 149.1652383)","(-35.36333582603463, 149.16520715219283)","(-0.004760488867759705, -0.0013921430800110102, 3.4677401224719446)"
"(472, 239)","(-35.363261, 149.1652383)","(-35.36333576949278, 149.16520687007932)","(0.0007855052244849503, -0.001498588128015399, 3.467788283024923)"
"(472, 242)","(-35.363261, 149.1652383)","(-35.363335733040834, 149.16520680266007)","(-0.002018046798184514, -0.0014090158510953188, 3.467677895222799)"
"(472, 243)","(-35.363261, 149.1652383)","(-35.363335809578864, 149.16520718421424)","(-0.004876729100942612, -0.001264675403945148, 3.467776600514547)"
"(472, 238)","(-35.363261, 149.1652383)","(-35.363335774143025, 149.16520705072205)","(0.0010501526994630694, -0.0012712045572698116, 3.4678404966937464)"
"(472, 242)","(-35.363261, 149.1652383)","(-35.36333574231215, 149.16520681874908)","(-0.002109665423631668, -0.0014333671424537897, 3.467705313359396)"
"(472, 242)","(-35.363261, 149.1652383)","(-35.36333593498899, 149.16520741386222)","(-0.005029185209423304, -0.0015760569367557764, 3.4677887598620813)"
"(472, 239)","(-35.363261, 149.1652383)","(-35.36333577784242, 149.16520683541185)","(0.0009146751253865659, -0.0015888054622337222, 3.467811171208517)"
"(472, 239)","(-35.363261, 149.1652383)","(-35.3633358538671, 149.16520721226405)","(-0.0008150229114107788, -0.00144792755600065, 3.4676924387561243)"
"(472, 243)","(-35.363261, 149.1652383)","(-35.36333585082745, 149.16520731463163)","(-0.0055162785574793816, -0.0012909098295494914, 3.467801634465353)"
"(472, 238)","(-35.363261, 149.1652383)","(-35.36333584277027, 149.16520720003672)","(0.0003263461112510413, -0.0014094639336690307, 3.467654053364889)"
"(324, 228)","(-35.363261, 149.1652383)","(-35.363259993232774, 149.16523383536025)","(-0.0037447453942149878, -2.5346347683807835e-05, 0.28566691279411316)"
"(325, 228)","(-35.363261, 149.1652383)","(-35.36325986297177, 149.1652339465387)","(-0.0034992883447557688, -0.0013575054472312331, 0.2855619192123413)"
"(323, 232)","(-35.363261, 149.1652383)","(-35.36326020938447, 149.16523459880432)","(-0.000972276902757585, -0.002156263217329979, 0.28532469272613525)"
"(321, 235)","(-35.363261, 149.1652383)","(-35.36326032499379, 149.1652342656763)","(-0.007564899977296591, -0.0026443093083798885, 0.2852046489715576)"
"(321, 232)","(-35.363261, 149.1652383)","(-35.36326040822808, 149.16523422108293)","(-0.0048231747932732105, -0.0027116064447909594, 0.2850494980812073)"
"(321, 232)","(-35.363261, 149.1652383)","(-35.36326050273471, 149.1652346210474)","(-0.0010432503186166286, -0.002724462654441595, 0.28495100140571594)"
"(320, 235)","(-35.363261, 149.1652383)","(-35.36326059811086, 149.16523431699125)","(-0.0065759168937802315, -0.0023452704772353172, 0.28479641675949097)"
"(321, 231)","(-35.363261, 149.1652383)","(-35.36326057252034, 149.165234272001)","(-0.00311685330234468, -0.0021624949295073748, 0.28446176648139954)"
"(321, 231)","(-35.363261, 149.1652383)","(-35.36326071157344, 149.16523469696492)","(0.0010211075423285365, -0.001759348320774734, 0.28446659445762634)"
"(321, 234)","(-35.363261, 149.1652383)","(-35.36326066631364, 149.16523442019795)","(-0.004715189803391695, -0.0015390448970720172, 0.28436896204948425)"
"(322, 228)","(-35.363261, 149.1652383)","(-35.36326045312677, 149.165233944972)","(-0.003158064093440771, -0.0011964605655521154, 0.2841264605522156)"
"(322, 229)","(-35.363261, 149.1652383)","(-35.36326060146409, 149.1652344809314)","(0.0009158147149719298, -0.0009755061473697424, 0.2841113209724426)"
"(322, 233)","(-35.363261, 149.1652383)","(-35.363260569045394, 149.1652342904137)","(-0.005088132340461016, -0.0008384459069930017, 0.28398770093917847)"
"(323, 228)","(-35.363261, 149.1652383)","(-35.363260399036065, 149.16523417918472)","(-0.0012838540133088827, -0.0009612787398509681, 0.2837972342967987)"
"(323, 229)","(-35.363261, 149.1652383)","(-35.363260480304746, 149.16523463298992)","(0.0018653287552297115, -0.0012474365066736937, 0.28370946645736694)"
"(323, 232)","(-35.363261, 149.1652383)","(-35.36326044043585, 149.16523433923837)","(-0.004001620225608349, -0.0009267355781048536, 0.2837042212486267)"
"(324, 225)","(-35.363261, 149.1652383)","(-35.36326023156798, 149.16523400303137)","(-0.0001586794387549162, -0.0008921567932702601, 0.283628910779953)"
"(324, 227)","(-35.363261, 149.1652383)","(-35.36326035301352, 149.16523441105198)","(0.001657371292822063, -0.0006316012004390359, 0.2835138440132141)"
"(324, 230)","(-35.363261, 149.1652383)","(-35.36326016713755, 149.16523409486794)","(-0.004547988064587116, -0.0007457788451574743, 0.28353214263916016)"
"(324, 226)","(-35.363261, 149.1652383)","(-35.36326014406146, 149.16523401136732)","(-0.0011038535740226507, -0.0007843665662221611, 0.28329554200172424)"
"(324, 228)","(-35.363261, 149.1652383)","(-35.36326026769519, 149.16523448290377)","(0.0012708937283605337, -0.0006607798277400434, 0.2831948399543762)"
"(324, 231)","(-35.363261, 149.1652383)","(-35.36326025415909, 149.1652342161846)","(-0.004278448410332203, -0.00012793047062586993, 0.2832273244857788)"
"(325, 225)","(-35.363261, 149.1652383)","(-35.36326005517674, 149.1652339539844)","(-0.0008181020966731012, -0.00017951539484784007, 0.2830086946487427)"
"(325, 226)","(-35.363261, 149.1652383)","(-35.36326013254437, 149.1652343342581)","(0.0016765404725447297, -0.0003159694606438279, 0.2830732464790344)"
"(325, 229)","(-35.363261, 149.1652383)","(-35.363260066752375, 149.1652340651858)","(-0.004053990822285414, -0.0003393076767679304, 0.2828886806964874)"
"(325, 225)","(-35.363261, 149.1652383)","(-35.36325998379364, 149.1652337413139)","(-0.0020210526417940855, -0.0006592649151571095, 0.2828759551048279)"
"(324, 228)","(-35.363261, 149.1652383)","(-35.36326025574028, 149.165234410161)","(0.0014734627911821008, -0.0008614285616204143, 0.28286945819854736)"
"(324, 230)","(-35.363261, 149.1652383)","(-35.36326016530481, 149.16523413760027)","(-0.004174377303570509, -0.0008854257175698876, 0.2827119827270508)"
"(324, 225)","(-35.363261, 149.1652383)","(-35.36326009725508, 149.16523388440194)","(-0.0012897351989522576, -0.0009727737051434815, 0.282659113407135)"
"(324, 227)","(-35.363261, 149.1652383)","(-35.363260192854675, 149.16523429269463)","(0.00044586346484720707, -0.0009857728146016598, 0.28258153796195984)"
"(323, 229)","(-35.363261, 149.1652383)","(-35.36326020723186, 149.1652338912112)","(-0.005130643956363201, -0.0012296746717765927, 0.28257429599761963)"
"(323, 225)","(-35.363261, 149.1652383)","(-35.36326022049705, 149.16523390417825)","(-0.0007340841693803668, -0.0011215697741135955, 0.2825356721878052)"
"(323, 229)","(-35.363261, 149.1652383)","(-35.36326035036974, 149.16523443504707)","(5.477376180351712e-05, -0.0010763178579509258, 0.28257501125335693)"
"(323, 230)","(-35.363261, 149.1652383)","(-35.36326023386728, 149.16523399388876)","(-0.005210286937654018, -0.001209042500704527, 0.282274454832077)"
"(322, 225)","(-35.363261, 149.1652383)","(-35.363260308858635, 149.16523392794554)","(-0.00025049643591046333, -0.0016528465785086155, 0.2824106216430664)"
"(322, 228)","(-35.363261, 149.1652383)","(-35.36326035764891, 149.1652342814119)","(-0.00019907247042283416, -0.0020262927282601595, 0.2823466658592224)"
"(321, 229)","(-35.363261, 149.1652383)","(-35.36326039676609, 149.16523381600885)","(-0.005195134319365025, -0.0018472525989636779, 0.28221601247787476)"
"(321, 226)","(-35.363261, 149.1652383)","(-35.36326043557055, 149.16523401438283)","(-0.00016381184104830027, -0.0019341468578204513, 0.2822057008743286)"
"(321, 230)","(-35.363261, 149.1652383)","(-35.36326056942622, 149.1652344663997)","(-5.014438647776842e-05, -0.0016463181236758828, 0.282147616147995)"
"(322, 230)","(-35.363261, 149.1652383)","(-35.363260330091265, 149.16523398409547)","(-0.004996743984520435, -0.0015719792572781444, 0.2821374833583832)"
"(322, 225)","(-35.363261, 149.1652383)","(-35.36326034542542, 149.16523398480805)","(0.0003601766366045922, -0.0014116247184574604, 0.2820341885089874)"
"(322, 228)","(-35.363261, 149.1652383)","(-35.363260438708686, 149.1652343067332)","(0.0002726135717239231, -0.0012266413541510701, 0.2821402847766876)"
"(322, 228)","(-35.363261, 149.1652383)","(-35.36326031588508, 149.16523374491365)","(-0.005006005987524986, -0.0011217219289392233, 0.28202247619628906)"
"(322, 225)","(-35.363261, 149.1652383)","(-35.36326034665366, 149.16523384000237)","(-0.0008998437551781535, -0.0010342139285057783, 0.28195804357528687)"
"(323, 229)","(-35.363261, 149.1652383)","(-35.363260379816566, 149.1652345096179)","(0.0007990649319253862, -0.0009560072794556618, 0.28204888105392456)"
"(323, 229)","(-35.363261, 149.1652383)","(-35.363260233453104, 149.16523390728307)","(-0.004907646216452122, -0.0010006368393078446, 0.28196507692337036)"
"(323, 225)","(-35.363261, 149.1652383)","(-35.36326026788884, 149.16523403571009)","(0.0005618806462734938, -0.0009596112067811191, 0.28180497884750366)"
"(323, 228)","(-35.363261, 149.1652383)","(-35.36326034276022, 149.1652342918727)","(-0.00015426240861415863, -0.0008048148592934012, 0.2818678021430969)"
"(323, 227)","(-35.363261, 149.1652383)","(-35.363260198417024, 149.16523367762258)","(-0.004896576516330242, -0.0007987061981111765, 0.2817694842815399)"
"(324, 224)","(-35.363261, 149.1652383)","(-35.3632601699729, 149.16523398915558)","(0.0009150573750957847, -0.00047513708705082536, 0.28176406025886536)"
"(324, 229)","(-35.363261, 149.1652383)","(-35.3632603296724, 149.1652344670395)","(0.0002736210299190134, 2.709916043386329e-05, 0.2818239629268646)"
"(325, 228)","(-35.363261, 149.1652383)","(-35.36326006236681, 149.16523390793293)","(-0.004365057684481144, -9.010074791149236e-06, 0.2815514802932739)"
"(325, 224)","(-35.363261, 149.1652383)","(-35.363260090394, 149.16523395123022)","(0.0012120942119508982, -6.916729034855962e-05, 0.28168949484825134)"
"(325, 227)","(-35.363261, 149.1652383)","(-35.363260160358664, 149.16523426135763)","(0.0009507526992820203, -0.00010273850057274103, 0.28175535798072815)"
"(325, 227)","(-35.363261, 149.1652383)","(-35.363259919501715, 149.16523373508323)","(-0.00407234113663435, -0.0002832856844179332, 0.28157252073287964)"
"(325, 223)","(-35.363261, 149.1652383)","(-35.36325992478582, 149.16523389005832)","(0.0015372030902653933, -0.0006185032543726265, 0.28156396746635437)"
"(324, 228)","(-35.363261, 149.1652383)","(-35.36326014946815, 149.16523429634327)","(0.0004719165444839746, -0.0006539658643305302, 0.2816242575645447)"
"(324, 228)","(-35.363261, 149.1652383)","(-35.36326001909821, 149.16523375835695)","(-0.0046213422901928425, -0.0006928481743671, 0.28147900104522705)"
"(324, 223)","(-35.363261, 149.1652383)","(-35.36326001879454, 149.16523376803733)","(0.0007648487226106226, -0.0007217383245006204, 0.28143495321273804)"
"(324, 228)","(-35.363261, 149.1652383)","(-35.36326013947539, 149.16523428772015)","(0.0003658545610960573, -0.0007391381659545004, 0.28161829710006714)"
"(324, 226)","(-35.363261, 149.1652383)","(-35.363259965477255, 149.16523353395814)","(-0.004624428693205118, -0.0007010244880802929, 0.281476765871048)"
"(324, 223)","(-35.363261, 149.1652383)","(-35.363260029079825, 149.16523369587026)","(0.0001648248144192621, -0.0004280732828192413, 0.2815609276294708)"
"(325, 228)","(-35.363261, 149.1652383)","(-35.363260059867194, 149.1652343307867)","(0.0004943275125697255, -0.0002863704285118729, 0.28155648708343506)"
"(325, 228)","(-35.363261, 149.1652383)","(-35.36325994362769, 149.16523377754578)","(-0.004690185189247131, -0.00013713841326534748, 0.2813805639743805)"
"(325, 224)","(-35.363261, 149.1652383)","(-35.363259982436965, 149.16523394003534)","(0.0010885881492868066, -0.00013160202070139349, 0.28142693638801575)"
"(325, 228)","(-35.363261, 149.1652383)","(-35.36326004935144, 149.16523425008575)","(-0.00024226799723692238, -0.0001977476931642741, 0.28141504526138306)"
"(325, 226)","(-35.363261, 149.1652383)","(-35.363259886614706, 149.1652335692263)","(-0.004562370013445616, -0.00022074308071751148, 0.28142860531806946)"
"(325, 223)","(-35.363261, 149.1652383)","(-35.363259952151566, 149.16523386198259)","(0.001376687316223979, -0.0002633486583363265, 0.2811514139175415)"
"(325, 228)","(-35.363261, 149.1652383)","(-35.36326004993525, 149.16523428905614)","(0.0001003343568299897, -0.00029132101917639375, 0.28129518032073975)"
"(325, 227)","(-35.363261, 149.1652383)","(-35.36325989744803, 149.16523367789355)","(-0.004640189465135336, -0.0003828040207736194, 0.2812184691429138)"
"(325, 224)","(-35.363261, 149.1652383)","(-35.36325996620789, 149.16523397147444)","(0.0013135173358023167, -0.00038636490353383124, 0.2813083827495575)"
"(324, 228)","(-35.363261, 149.1652383)","(-35.363260156561815, 149.16523421791538)","(-0.0001898528862511739, -0.00038732215762138367, 0.28116467595100403)"
"(325, 226)","(-35.363261, 149.1652383)","(-35.36325987294136, 149.16523357584575)","(-0.00454506604000926, -0.0003884494653902948, 0.2811836302280426)"
"(324, 224)","(-35.363261, 149.1652383)","(-35.36326008787367, 149.16523390343062)","(0.001096618245355785, -0.00032906929845921695, 0.2812145948410034)"
"(324, 229)","(-35.363261, 149.1652383)","(-35.363260183871674, 149.16523429338946)","(-0.0005084883887320757, -0.00028375672991387546, 0.2812926769256592)"
"(324, 228)","(-35.363261, 149.1652383)","(-35.363260063207115, 149.16523378340005)","(-0.004266249015927315, -0.0002909561444539577, 0.28112316131591797)"
"(325, 224)","(-35.363261, 149.1652383)","(-35.36325997197661, 149.16523395350364)","(0.0011777428444474936, -0.00028196958010084927, 0.28109538555145264)"
"(324, 228)","(-35.363261, 149.1652383)","(-35.363260152738654, 149.16523421642785)","(-0.00021243291848804802, -0.00042243493953719735, 0.28122803568840027)"
"(325, 226)","(-35.363261, 149.1652383)","(-35.363259872105225, 149.16523359325876)","(-0.004391312599182129, -0.00044138406519778073, 0.28110069036483765)"
"(325, 224)","(-35.363261, 149.1652383)","(-35.36325994284153, 149.1652338160362)","(-0.00010986217967001721, -0.0002454055938869715, 0.2811591327190399)"
"(325, 229)","(-35.363261, 149.1652383)","(-35.36326008957755, 149.16523445553042)","(0.0006190211279317737, -0.0002867308503482491, 0.2811141014099121)"
"(325, 228)","(-35.363261, 149.1652383)","(-35.36325994936422, 149.1652338465456)","(-0.00406591547653079, -0.00025159490178339183, 0.28118833899497986)"
